Station ID,Station Name,Town,Region,Country,Latitude (N),Longitude (E),Building Condition,Service Status,Status Year,Station Notes,Stop Sequence,Line ID,Line Name,Year Opened,Gauge,Line Status,Status Year.1,Notes,Is in NP-M
459,Lepassaare,Lepassaare,Võru maakond,Estonia,57.844038,27.317144,"Preserved, uncertain",Closed,2001,,17,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
460,Tuderna,Tuderna,Võru maakond,Estonia,57.847153,27.409386,Ruined/Disused,Closed,2001,,18,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
461,Piusa,Piusa,Võru maakond,Estonia,57.840121,27.468009,"Preserved, uncertain",Closed,2001,,19,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
462,Koidula,Koidula,Võru maakond,Estonia,57.837147,27.575373,Active,Operational,2024,,20,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
463,Pechory-Pskovskie,Pechory,Pskov oblast,Russia,57.837519,27.632715,Active,Operational,2024,,21,29,Valga–Koidula,1889,1520 mm,Partially operational,2001,,FALSE
464,Avoti,Jūrmala,Jūrmala,Latvia,56.97481,23.8269,Dismantled/Not built,Closed,1964,,0,103,Rīga—Tukums II,1904,1520 mm,Operational,2024,,FALSE
465,56. kilometrs,Dzeņi,Tukuma novads,Latvia,56.969551,23.265749,Dismantled/Not built,Closed,1998,,0,103,Rīga—Tukums II,1904,1520 mm,Operational,2024,,FALSE
466,Baltezers,Baltezers,Ropažu novads,Latvia,57.019762,24.328246,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
467,Silciems,Silciems,Siguldas novads,Latvia,57.125044,24.786818,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
468,Seda,Seda,Valmieras novads,Latvia,57.644041,25.749807,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
469,Bāle,Bāle,Valmieras novads,Latvia,57.457946,25.440784,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
470,Brenguļi,Brenguļi,Valmieras novads,Latvia,57.558577,25.557726,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
471,Saule,Saule,Valkas novads,Latvia,57.693601,25.893374,Ruined/Disused,Closed,2019,,0,100,Rīga—Valga,1889,1520 mm,Operational,2024,,FALSE
472,Dendrārijs,Skrīveri,Aizkraukles novads,Latvia,56.658629,25.042062,Ruined/Disused,Closed,2019,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
473,Aiviekste,Grabaži,Jēkabpils novads,Latvia,56.603128,25.785662,Dismantled/Not built,Closed,1944,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
474,Ozolsala,Ozolsala,Jēkabpils novads,Latvia,56.583119,25.789528,Ruined/Disused,Closed,2019,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
475,Ruži,Ruži,Augšdaugavas novads,Latvia,56.085556,26.417222,Dismantled/Not built,Closed,1990,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
476,381. kilometrs,Ļūbaste,Augšdaugavas novads,Latvia,55.946652,26.472242,Residential,Closed,1990,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
477,Mežciems,Liepziedi,Daugavpils,Latvia,55.915744,26.484706,"Preserved, uncertain",Closed,2011,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
478,Nometne,Liepziedi,Daugavpils,Latvia,55.908842,26.488559,Residential,Closed,1944,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
479,Cietoksnis,Daugavpils,Daugavpils,Latvia,55.894601,26.501193,Dismantled/Not built,Closed,1944,,0,104,Rīga—Krustpils—Daugavpils,1861,1520 mm,Operational,2024,,FALSE
480,Zīlāni,Zīlāni,Jēkabpils,Latvia,56.51573,25.911755,Residential,Closed,1980,Date approximate,0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
481,Kazradži,Uļjanova,Rēzeknes novads,Latvia,56.555556,27.078611,Residential,Closed,1948,,0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
482,Skrinda,Laļi,Rēzeknes novads,Latvia,56.530375,27.237272,Dismantled/Not built,Closed,1948,,0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
483,Zvirgzdene,Tutāni,Ludzas novads,Latvia,56.53392,27.62791,Dismantled/Not built,Closed,1948,,0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
484,Isnauda,Mežavepri,Ludzas novads,Latvia,56.501447,27.795203,Dismantled/Not built,Closed,1948,,0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
485,Gertāni,Fedorenki,Ludzas novads,Latvia,56.448321,27.903804,Dismantled/Not built,Closed,1998,"Closed in 1948, restored 1990",0,105,Krustpils—Rēzekne II—Zilupe,1901,1521 mm,Operational,2024,,FALSE
486,Spīgana,Ķūģi,Aizkraukles novads,Latvia,56.661623,25.825621,Ruined/Disused,Closed,2015,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
487,Patkule,Biksēre,Madonas novads,Latvia,56.917194,26.325611,Dismantled/Not built,Closed,1950,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
488,Dzelzava,Aizpurve,Madonas novads,Latvia,56.989436,26.428043,Ruined/Disused,Closed,2013,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
489,Degas,Mucenieki,Madonas novads,Latvia,57.029071,26.52075,Dismantled/Not built,Closed,2001,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
490,Jaungulbene,Jaungulbene,Gulbenes novads,Latvia,57.071018,26.606639,Ruined/Disused,Closed,2013,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
491,Elste,Elste,Gulbenes novads,Latvia,57.102918,26.697736,Dismantled/Not built,Closed,2013,,0,106,Pļaviņas—Gulbene,1903,1522 mm,Operational,2024,,FALSE
492,Viesīte,Viesīte,Jēkabpils novads,Latvia,56.342508,25.555265,Non-railway use,Closed,1972,Regional museum,1,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
493,Vārnava,Vārnava,Jēkabpils novads,Latvia,56.416963,25.550756,Residential,Closed,1972,,2,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
494,Sunākste,Sunākste,Aizkraukles novads,Latvia,56.461211,25.488026,Residential,Closed,1972,,3,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
495,Sviļi,Sviļi,Aizkraukles novads,Latvia,56.474088,25.426447,Residential,Closed,1972,,4,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
496,Andžani,Andzēni,Aizkraukles novads,Latvia,56.4898,25.346348,Dismantled/Not built,Closed,1972,,5,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
353,Daudzeva,Daudzeva,Aizkraukles novads,Latvia,56.508196,25.24431,Ruined/Disused,Closed,2000,Used for cargo operations,6,30,Viesīte—Daudzeva,1916,600 mm,Dismantled,1972,,FALSE
497,Jēkabpils,Jēkabpils,Jēkabpils,Latvia,56.486119,25.881205,Non-railway use,Closed,1961,Residential and store,1,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
498,Aldaune,Lukstenieki,Jēkabpils novads,Latvia,56.422185,25.882464,Dismantled/Not built,Closed,1961,,2,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
499,Ermite,Radiņi,Jēkabpils novads,Latvia,56.399553,25.815244,Residential,Closed,1961,,3,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
500,Siliņi,Siliņu stacija,Jēkabpils novads,Latvia,56.386105,25.778966,Residential,Closed,1972,,4,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
501,Salas,Salas,Jēkabpils novads,Latvia,56.399611,25.720508,Dismantled/Not built,Closed,1972,,5,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
502,Zaķi,Zaķi,Jēkabpils novads,Latvia,56.384987,25.675564,Dismantled/Not built,Closed,1972,,6,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
503,Jodeļi,Jodeļi,Jēkabpils novads,Latvia,56.360305,25.622327,Residential,Closed,1972,,7,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
492,Viesīte,Viesīte,Jēkabpils novads,Latvia,56.342508,25.555265,Non-railway use,Closed,1972,Regional museum,8,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
504,Ževaldi,Jaunkančuki,Jēkabpils novads,Latvia,56.328239,25.502771,Dismantled/Not built,Closed,1964,,9,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
505,Sauka,Lone,Jēkabpils novads,Latvia,56.293842,25.414075,Residential,Closed,1964,Different location before post-war track reconstruction (~3 km NE),10,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
506,Lone,Lone,Jēkabpils novads,Latvia,56.283076,25.401866,Non-railway use,Closed,1964,Events house,11,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
507,Rempi,Rempji,Jēkabpils novads,Latvia,56.264084,25.350572,Dismantled/Not built,Closed,1961,,12,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
508,Nereta,Nereta,Aizkraukles novads,Latvia,56.205238,25.301891,Residential,Closed,1961,,13,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
509,Suvainiškis,Taručiai,Panevėžio apskritis,Lithuania,56.143507,25.280858,Residential,Closed,1961,,14,31,Jekabpils—Viesīte—Suvainiškis,1915,600 mm,Dismantled,1972,Cross-border track dismantled in 1952,FALSE
500,Siliņi,Siliņu stacija,Jēkabpils novads,Latvia,56.386105,25.778966,Residential,Closed,1972,,1,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
510,Lāčkalne,Lāči,Jēkabpils novads,Latvia,56.358898,25.793764,Residential,Closed,1952,,2,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
511,Vidsala,Vidsala,Jēkabpils novads,Latvia,56.342628,25.845299,Dismantled/Not built,Closed,1964,,3,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
512,Bērzgale,Skrīveri,Jēkabpils novads,Latvia,56.297179,25.920039,Dismantled/Not built,Closed,1964,,4,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
513,Zasa,Virši,Jēkabpils novads,Latvia,56.281126,25.990677,Residential,Closed,1964,,5,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
514,Dignāja,Bērzone,Jēkabpils novads,Latvia,56.245128,26.027427,Dismantled/Not built,Closed,1964,,6,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
515,Geidāni,Slate,Jēkabpils novads,Latvia,56.205213,25.997374,Residential,Closed,1964,,7,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
516,Slāte,Skromi,Jēkabpils novads,Latvia,56.179549,25.946704,Dismantled/Not built,Closed,1962,,8,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
517,Susēja,Dominieki,Jēkabpils novads,Latvia,56.160072,25.875146,Dismantled/Not built,Closed,1962,,9,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
518,Radze,Susēja,Jēkabpils novads,Latvia,56.150391,25.808608,Dismantled/Not built,Closed,1962,,10,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
519,Aknīste,Aknīste,Jēkabpils novads,Latvia,56.15553,25.760549,Dismantled/Not built,Closed,1962,,11,32,Siliņi—Aknīste,1915,600 mm,Dismantled,1972,,FALSE
500,Siliņi,Siliņu stacija,Jēkabpils novads,Latvia,56.386105,25.778966,Residential,Closed,1972,,1,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
510,Lāčkalne,Lāči,Jēkabpils novads,Latvia,56.358898,25.793764,Residential,Closed,1952,,2,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
511,Vidsala,Vidsala,Jēkabpils novads,Latvia,56.342628,25.845299,Dismantled/Not built,Closed,1964,,3,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
512,Bērzgale,Skrīveri,Jēkabpils novads,Latvia,56.297179,25.920039,Dismantled/Not built,Closed,1964,,4,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
513,Zasa,Virši,Jēkabpils novads,Latvia,56.281126,25.990677,Residential,Closed,1964,,5,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
514,Dignāja,Bērzone,Jēkabpils novads,Latvia,56.245128,26.027427,Dismantled/Not built,Closed,1964,,6,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
515,Geidāni,Slate,Jēkabpils novads,Latvia,56.205213,25.997374,Residential,Closed,1964,,7,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
520,Kaldabruņa,Kaldabruņa,Jēkabpils novads,Latvia,56.105248,26.056409,Residential,Closed,1923,Uncertain,8,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
521,Pudani,Pūdānu sala,Augšdaugavas novads,Latvia,56.086156,26.094277,Dismantled/Not built,Closed,1923,Uncertain,9,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
522,Bebrene,Bebrene,Augšdaugavas novads,Latvia,56.067774,26.125461,Dismantled/Not built,Closed,1923,Uncertain,10,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
523,Uljani,Birztalas,Augšdaugavas novads,Latvia,56.03297,26.129868,Dismantled/Not built,Closed,1923,Uncertain,11,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
524,Kaupiški,Kaupiški,Augšdaugavas novads,Latvia,56.00631,26.0992,Dismantled/Not built,Closed,1923,Uncertain,12,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
525,Laši,Baltmuiža,Augšdaugavas novads,Latvia,55.95652,26.08921,Dismantled/Not built,Closed,1923,Uncertain,13,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
427,Eglaine,Eglaine,Augšdaugavas novads,Latvia,55.949978,26.130039,"Preserved, uncertain",Closed,1998,,14,33,Siliņi—Eglaine,1915,600 mm,Dismantled,1923,,FALSE
